code;name;Код зони за ДБН головний;Код зони за ДСТУ головний;Код зони за ДБН другорядний;Код зони за ДСТУ другорядний;Код землі основний;Код основний;Код землі другорядний;Код другорядний
1262.4;Планетарії;"Г-1;Г-2;Г-3;Г-4-2;Ж-7";"Г-1;Г-2;Г-3;Ж-4";;;"03.02;03.05;03.11";"1.12.3;1.12.4;1.11.5";;
1262.5;Будівлі архівів;"Г-1;Г-2;Г-3;Г-4-2;Ж-7";"Г-1;Г-2;Г-3;Ж-4";;;"03.02;03.05;03.11";"1.12.3;1.12.4;1.11.5";;
1262.6;Будівлі зоологічних та ботанічних садів;"Р-1;Г-3";"Р-1;Г-2";"Г-1;Г-2";Г-1;;;"04.04;04.05;03.02;03.11";"1.15;4.1;1.12.3;1.11.5"
1263.1;Будівлі науково-дослідних та проектно-вишукувальних установ;Г-2;Г-2;;;"03.11;01.09;03.02";"1.11.5;1.3;2.3";;
1263.2;Будівлі вищих навчальних закладів;Г-3;Г-2;;;"03.02;01.09";"1.12.3;1.3;2.3";;
1263.3;Будівлі шкіл та інших середніх навчальних закладів;Г-3-1;;"Г-1;Г-2;Г-3;Ж-1;Ж-2;Ж-3;Ж-4;Ж-5;Ж-6;Ж-7";"Г-1;Г-2;Ж-1;Ж-2;Ж-3;Ж-4";"03.02;01.09";1.12.3;;
1263.4;Будівлі професійно-технічних навчальних закладів;Г-3;Г-2;"Г-1;Г-2;Г-3;Ж-1;Ж-2;Ж-3;Ж-4;Ж-5;Ж-6;Ж-7";"Г-1;Ж-1;Ж-2;Ж-3;Ж-4";"03.02;01.09";"1.12.3;1.3;2.3";;
1263.5;Будівлі дошкільних та позашкільних навчальних закладів;Г-3-1;;"Г-1;Г-2;Г-3;Ж-1;Ж-2;Ж-3;Ж-4;Ж-5;Ж-6;Ж-7";"Г-1;Г-2;Ж-1;Ж-2;Ж-3;Ж-4";03.02;1.12.3;;
1263.6;Будівлі спеціальних навчальних закладів для дітей з фізичними або розумовими вадами;Г-3-3;;"Г-1;Г-2;Г-3;Ж-1;Ж-2;Ж-3;Ж-4;Ж-5;Ж-6;Ж-7";"Г-1;Г-2;Ж-1;Ж-2;Ж-3;Ж-4";03.02;1.12.3;;
1263.7;Будівлі закладів з фахової перепідготовки;"Г-3;Г-3-2;Г-2";Г-2;"Г-1;Ж-1;Ж-2;Ж-3;Ж-4;Ж-5;Ж-6;Ж-7";"Г-1;Ж-1;Ж-2;Ж-3;Ж-4";03.03;1.12.5;;
1263.8;Будівлі метеорологічних станцій, обсерваторій;;;"Г-2;Р-1;Р-3-2";"Г-1;Р-1;Р-3";"03.11;03.03";1.11.5;;
1263.9;Будівлі освітніх та науково-дослідних закладів інші;;;"Г-1;Г-2;Г-3;Ж-1;Ж-2;Ж-3;Ж-4;Ж-5;Ж-6;Ж-7";"Г-1;Г-2;Ж-1;Ж-2;Ж-3;Ж-4";"03.02;03.11;01.09";"1.12.3;1.11.5";;
1264.1;Лікарні багатопрофільні територіального обслуговування, навчальні заклади;"Г-5-1;Г-5";Г-4;;;03.03;1.12.5;;
1264.2;Лікарні профільні, диспансери;"Г-5-1;Г-5";Г-4;;;03.03;1.12.5;;
1264.3;Материнські та дитячі реабілітаційні центри, пологові будинки;"Г-5-1;Г-5";Г-4;;;03.03;1.12.5;;
1264.4;Поліклініки, пункти медичного обслуговування та консультації;"Г-5-1;Г-5";Г-4;"Ж-1;Ж-2;Ж-3;Ж-4;Ж-5;Ж-6;Ж-7;Г-2";"Ж-1;Ж-2;Ж-3;Ж-4;Г-1";03.03;1.12.5;;
1264.5;Шпиталі виправних закладів, в’язниць та збройних сил;"С-2;С-3;Г-5;Г-5-1";"С-4;С-5;Г-4";;;"15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.09;15.10";"1.12.2;3.3";;
1264.6;Санаторії, профілакторії та центри функціональної реабілітації;"КЛ-1;КЛ-2";КС;С-2;С-4;"06.01;10.11";"1.16;4.2";"15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.12.2;3.3"
1264.9;Заклади лікувально-профілактичні та оздоровчі інші;;;"Г-5;Г-5-1;КЛ-1;КЛ-2;С-2";"Г-4;КС;С-4";;;"06.01;03.03;10.11;15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.16;4.2;1.12.5;1.12.2;3.3"
1265.1;Зали гімнастичні, баскетбольні, волейбольні, тенісні тощо;Г-4-1;Г-3;"Г-1;Г-2;Г-3;Г-3-1;Г-4;Ж-1;Ж-2;Ж-3;Ж-4;Ж-5;Ж-6;Ж-7";"Г-1;Г-2;Ж-1;Ж-2;Ж-3;Ж-4";07.02;"1.12.7;1.17;4.3";"03.02;03.05";"1.12.3;1.12.4"
1265.2;Басейни криті для плавання;Г-4-2;Г-3;"Г-1;Г-2;Г-3;Г-3-1;Г-4;Ж-1;Ж-2;Ж-3;Ж-4;Ж-5;Ж-6;Ж-7";"Г-1;Г-2;Ж-1;Ж-2;Ж-3;Ж-4";07.02;"1.12.7;1.17;4.3";"03.02;03.05";"1.12.3;1.12.4"
1265.3;Хокейні та льодові стадіони криті;Г-4-3;Г-3;"Г-1;Г-2;Г-3;Г-3-1;Г-4;Ж-1;Ж-2;Ж-3;Ж-4;Ж-5;Ж-6;Ж-7";"Г-1;Г-2;Ж-1;Ж-2;Ж-3;Ж-4";07.02;"1.12.7;1.17;4.3";"03.02;03.05";"1.12.3;1.12.4"
1265.4;Манежі легкоатлетичні;Г-4-4;Г-3;"Г-1;Г-2;Г-3;Г-3-1;Г-4;Ж-1;Ж-2;Ж-3;Ж-4;Ж-5;Ж-6;Ж-7";"Г-1;Г-2;Ж-1;Ж-2;Ж-3;Ж-4";07.02;"1.12.7;1.17;4.3";"03.02;03.05";"1.12.3;1.12.4"
1265.5;Тири;Г-4-5;Г-3;"Г-1;Г-2;Г-3;Г-3-1;Г-4";"Г-1;Г-2";07.02;"1.12.7;1.17;4.3";"03.02;03.05;15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.12.3;1.12.4;1.12.2;3.3"
1265.9;Зали спортивні інші;Г-4-1;Г-3;"Г-1;Г-2;Г-3;Г-3-1;Г-4;Ж-1;Ж-2;Ж-3;Ж-4;Ж-5;Ж-6;Ж-7";"Г-1;Г-2;Ж-1;Ж-2;Ж-3;Ж-4";07.02;"1.12.7;1.17;4.3";"03.02;03.05;15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.12.3;1.12.4;1.12.2;3.3"
1271.1;Будівлі для тваринництва;СВ-2;"В-1;В-2;В-3;В-4;В-5";;;"01.01;01.02;01.03;01.04;01.09;01.10;01.11";"1.1;2.1;1.5;2.5;1.2;2.2;1.4;2.4;1.3;2.3";;
1271.2;Будівлі для птахівництва;СВ-2;"В-1;В-2;В-3;В-4;В-5";;;"01.01;01.02;01.03;01.04;01.09;01.10;01.11";"1.1;2.1;1.5;2.5;1.2;2.2;1.4;2.4;1.3;2.3";;
1271.3;Будівлі для зберігання зерна;СВ-2;"В-1;В-2;В-3;В-4;В-5";;;"01.01;01.02;01.03;01.04;01.09;01.10;01.11";"1.1;2.1;1.5;2.5;1.2;2.2;1.4;2.4;1.3;2.3";;
1271.4;Будівлі силосні та сінажні;СВ-2;"В-1;В-2;В-3;В-4;В-5";;;"01.01;01.02;01.03;01.04;01.09;01.10;01.11";"1.1;2.1;1.5;2.5;1.2;2.2;1.4;2.4;1.3;2.3";;
1271.5;Будівлі для садівництва, виноградарства та виноробства;СВ-2;"В-1;В-2;В-3;В-4;В-5";;;"01.01;01.02;01.03;01.04;01.05;01.06;01.09;01.10;01.11";"1.1;2.1;1.5;2.5;1.2;2.2;1.4;2.4;1.3;2.3";;
1271.6;Будівлі тепличного господарства;СВ-2;"В-1;В-2;В-3;В-4;В-5";;;"01.01;01.02;01.03;01.04;01.09;01.10;01.11";"1.1;2.1;1.5;2.5;1.2;2.2;1.4;2.4;1.3;2.3";;
1271.7;Будівлі рибного господарства;;;"В-1;В-2;В-3;В-4;В-5;В-6;В-7;СВ-2";"В-1;В-2;В-3;В-4;В-5";11.02;"1.10;1.10.2;1.10.5;1.13.1;3.1;3.1.2;3.1.5";"01.01;01.02;01.03;01.04;01.09;01.10;01.11";"1.1;2.1;1.5;2.5;1.2;2.2;1.4;2.4;1.3;2.3"
1271.8;Будівлі підприємств лісівництва та звірівництва;;;"В-1;В-2;В-3;В-4;В-5;В-6;В-7;СВ-2";"В-1;В-2;В-3;В-4;В-5";"09.01;09.02;01.01;01.02;01.03;01.04;01.09";"1.19;5.1;1.1;2.1;1.5;2.5;1.2;2.2;1.4;2.4;1.3;2.3";"03.02;03.11";"1.12.3;1.11.5"
1271.9;Будівлі сільськогосподарського призначення інші;;;СВ-2;"В-1;В-2;В-3;В-4;В-5";;;"01.01;01.02;01.03;01.04;01.05;01.06;01.09;01.10;01.11";"1.1;2.1;1.5;2.5;1.2;2.2;1.4;2.4;1.3;2.3"
1272.1;Церкви, собори, костьоли, мечеті, синагоги тощо;Г-4-4;Г-3;"Г-1;Г-2";Г-3;03.04;1.12.6;;
1272.2;Похоронні бюро та ритуальні зали;КС-3-1;КС-3;"Г-2;Г-2-1;Г-5;Г-5-1";"Г-1;Г-4";03.13;1.11;;
1272.3;Цвинтарі та крематорії;КС-3-1;КС-3;;;"03.12;07.01;18.00";"1.12.9;1.17;4.3";;
1273.1;Пам’ятки історії та архітектури;ІК-1;ІК;всі;всі;"08.01;08.02;08.03";"1.18;4.4";всі;всі
1273.2;Археологічні розкопки, руїни та історичні місця, що охороняються державою;ІК-1;ІК;всі;всі;"08.01;08.02;08.03";"1.18;4.4";всі;всі
1273.3;Меморіали, художньо-декоративні будівлі, статуї;"Р-3-3;Р-3-4";"С-1;С-2";всі;всі;18.00;;всі;всі
1274.1;Казарми Збройних Сил;;;С-2;С-4;"15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.12.2;3.3";;
1274.2;Будівлі міліцейських та пожежних служб;;;"Г-1;Г-2;Г-3;Г-4;Г-5;Г-6;Ж-1;Ж-2;Ж-3;Ж-4;Ж-5;Ж-6;Ж-7;Р-4;КЛ;КЛ-1;КЛ-2;КВТ;КВТ-1;КВТ-2;ТР-1;ТР-1-1...4;ТР-2;ТР-2-1;ІН-1...3;КС;КС-1;КС-2;КС-3;КС-4;КС-5;В-1;В-2;В-3;В-4;В-5;В-6;В-7;С-1;С-2;С-3;С-4;СВ-1;СВ-2;ІК-1";"Г-1;Г-2;Г-3;Г-4;Г-5;Ж-1;Ж-2;Ж-3;Ж-4;Р-4;КС;КВТ;ТР-1;ТР-2;ТР-3;ІН-1...3;КС-1;КС-2;КС-3;КС-4;КС-5;В-1;В-2;В-3;В-4;В-5;С-1;С-2;С-3;С-4;С-5;ІК";"03.14;15.02;15.09;15.10";"1.12.2;1.12.2;3.3";15.04;"1.12.2;3.3"
1274.3;Будівлі виправних закладів, в’язниць та слідчих ізоляторів;С-3;С-5;Г-2;Г-1;15.07;"1.12.2;3.3";;
1274.4;Будівлі лазень та пралень;;;"Г-2-1;Ж-1;Ж-2;Ж-3;Ж-4;Ж-5;Ж-6;Ж-7;КС-1;КС-2;КС-3;КС-4;КС-5;В-1;В-2;В-3;В-4;В-5;В-6;В-7";"Г-5;Ж-1;Ж-2;Ж-3;Ж-4;КС-1;КС-2;КС-3;КС-4;КС-5;В-1;В-2;В-3;В-4;В-5";"03.13;11.02";"1.11;1.10;1.10.2;1.10.5;1.13.1;3.1;3.1.2;3.1.5";;
1274.5;Будівлі з облаштування населених пунктів;;;"КС-1;КС-2;КС-3;КС-4;КС-5";"КС-1;КС-2;КС-3;КС-4;КС-5";"03.12;18.00";1.12.9;;
2111.1;Дороги автомобільні магістральні;ТР-2;ТР-3;;;12.04;"1.14;1.14.2;3.2;3.2.2";;
2111.2;Пристрої для освітлення, сигналізації, забезпечення безпеки та стоянок на автострадах;ТР-2;ТР-3;;;12.04;"1.14;1.14.2;3.2;3.2.2";;
2112.1;Вулиці та дороги міст і населених пунктів;ТР-2;ТР-3;;;"18.00;12.04;12.07";"1.14;1.14.2;3.2;3.2.2;1.14.7;1.14.8;3.2.7;3.2.8";;
2112.2;Позаміські, об’їзні та окружні дороги;ТР-2;ТР-3;;;12.04;"1.14;1.14.2;3.2;3.2.2";;
2112.3;Дороги для технологічного автотранспорту промислових підприємств;"В-1;В-2;В-3;В-4;В-5;В-6;В-7";"В-1;В-2;В-3;В-4;В-5";;;"11.01;11.02;11.03;11.04";"1.10;1.10.1;1.10.2;1.10.4;1.10.5;1.13.1;3.1;3.1.1;3.1.2;3.1.4;3.1.5";;
2112.4;Доріжки для велосипедної та верхової їзди;;;всі;всі;;;всі;всі
2112.5;Майдани, тротуари та пішохідні зони;"ТР-2;ТР-2-1";ТР-3;;;18.00;;;1.12.9
2112.6;Польові дороги;"Р-1;Р-2;Р-3;СВ-1";"Р-1;Р-2;Р-3";;"В-1;В-2;В-3;В-4;В-5";"01.01...13;04.01...11;05.00;10.01...11";"1.1;2.1;1.5;2.5;1.2;2.2;1.4;2.4;1.3;2.3;1.6;1.7;2.6;2.7;1.15;4.1";;
2112.7;Автомобільні дороги сільськогосподарських підприємств;"СВ-1;СВ-2";;;"В-1;В-2;В-3;В-4;В-5";01.01...14;"1.1;2.1;1.5;2.5;1.2;2.2;1.4;2.4;1.3;2.3;1.6;1.7;2.6;2.7";;
2112.8;Пристрої для освітлення, сигналізації, забезпечення безпеки та стоянок на вулицях та дорогах;ТР-2;ТР-3;;;"18.00;12.04;12.07";"1.14;1.14.2;3.2;3.2.2;1.14.7;1.14.8;3.2.7;3.2.8";;1.12.9
2112.9;Шляхи, вулиці, дороги та дорожні споруди інші;ТР-2;ТР-3;;;;;"18.00;12.04;12.07";"1.14;1.14.2;3.2;3.2.2;1.14.7;1.14.8;3.2.7;3.2.8"
2121.1;Залізничні колії магістральні;"ТР-1;ТР-1-1";ТР-1;;;12.01;"1.14;1.14.1;3.2;3.2.1";;
2121.2;Під’їзні, станційні та сортувальні колії;;;"ТР-1;ТР-1-1;ТР-1-2;ТР-1-3;ТР-1-4;В-1;В-2;В-3;В-4;В-5;В-6;В-7;КС-1;КС-2;КС-3;КС-4;КС-5;КС-6;КС-7;СВ-2;С-2";"ТР-1;ТР-2;В-1;В-2;В-3;В-4;В-5;КС-1;КС-2;КС-3;КС-4;КС-5;С-4";12.01;"1.14;1.14.1;3.2;3.2.1";"11.01...04;15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.10;1.10.1;1.10.2;1.10.4;1.10.5;1.13.1;3.1;3.1.1;3.1.2;3.1.4;3.1.5;1.12.2;3.3"
2121.3;Пристрої для освітлення, сигналізації, забезпечення безпеки та електрифікації;;;"ТР-1;ТР-1-1;ТР-1-2;ТР-1-3;ТР-1-4;В-1;В-2;В-3;В-4;В-5;В-6;В-7;КС-1;КС-2;КС-3;КС-4;КС-5;КС-6;КС-7;СВ-2;С-2";"ТР-1;ТР-2;В-1;В-2;В-3;В-4;В-5;КС-1;КС-2;КС-3;КС-4;КС-5;С-4";12.01;"1.14;1.14.1;3.2;3.2.1";"11.01...04;15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.10;1.10.1;1.10.2;1.10.4;1.10.5;1.13.1;3.1;3.1.1;3.1.2;3.1.4;3.1.5;1.12.2;3.3"
2121.9;Споруди для обслуговування магістральних залізниць інші;"ТР-1;ТР-1-1";"ТР-1;ТР-2";;;12.01;"1.14;1.14.1;3.2;3.2.1";;
2122.1;Залізничні колії метрополітенів;ТР-2;ТР-3;;;12.07;"1.14;1.14.7;1.14.8;3.2.7;3.2.8";;
2122.2;Трамвайні колії;ТР-2;ТР-3;"В-1;В-2;В-3;В-4;В-5;В-6;В-7;КС-1;КС-2;КС-3;КС-4;КС-5;КС-6;КС-7;Р-1-1;Р-2;Р-3;Р-4;С-2;С-4;ІК-1";"В-1;В-2;В-3;В-4;В-5;КС-1;КС-2;КС-3;КС-4;КС-5;Р-2;Р-3;С-1;С-2;С-3;С-4;ІК";12.07;"1.14;1.14.7;1.14.8;3.2.7;3.2.8";;
2122.3;Залізниці підвісні та на естакадах;ТР-2;ТР-3;;;12.07;"1.14;1.14.7;1.14.8;3.2.7;3.2.8";;
2122.4;Залізничні колії промислових підприємств;"В-1;В-2;В-3;В-4;В-5;В-6;В-7";"В-1;В-2;В-3;В-4;В-5";;;"11.01;11.02;11.03;11.04";"1.10;1.10.1;1.10.2;1.10.4;1.10.5;1.13.1;3.1;3.1.1;3.1.2;3.1.4;3.1.5";;
2122.5;Пристрої для освітлення, сигналізації, забезпечення безпеки та електрифікації;ТР-2;ТР-3;;;12.07;"1.14;1.14.7;1.14.8;3.2.7;3.2.8";;
2122.9;Споруди місцевого рейкового транспорту інші;ТР-2;ТР-3;;;12.07;"1.14;1.14.7;1.14.8;3.2.7;3.2.8";;
2130.1;Злітно-посадкові смуги для злету та посадки;ТР-1-4;ТР-2;С-2;С-4;12.05;"1.14;1.14.6;3.2;3.2.6";"15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.12.2;3.3"
2130.2;Злітно-посадкові смуги для маневрування та стоянки літаків та інших літальних апаратів;ТР-1-4;ТР-2;С-2;С-4;12.05;"1.14;1.14.6;3.2;3.2.6";"15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.12.2;3.3"
2130.3;Пристрої для освітлення, сигналізації, забезпечення безпеки та електрифікації злітно-посадкових та стоянкових смуг;ТР-1-4;ТР-2;С-2;С-4;12.05;"1.14;1.14.6;3.2;3.2.6";"15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.12.2;3.3"
2130.9;Споруди для обслуговування злітно-посадкових та стоянкових смуг інші;ТР-1-4;ТР-2;С-2;С-4;12.05;"1.14;1.14.6;3.2;3.2.6";"15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.12.2;3.3"
2141.1;Автомобільні мости, шляхопроводи та естакади надземні;;;"ТР-1;ТР-1-1;ТР-2;С-2";"ТР-1;ТР-2;ТР-3;С-4";;;"18.00;12.04;12.01;10.10;15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.14;1.14.2;3.2;3.2.2;1.12.2;3.3"
2141.2;Залізничні мости та естакади надземні;;;"ТР-1;ТР-1-1;ТР-2;С-2";"ТР-1;ТР-2;ТР-3;С-4";;;"18.00;12.04;12.01;10.10;15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.14;1.14.2;3.2;3.2.2;1.12.2;3.3"
2141.3;Мости комбіновані;;;"ТР-1;ТР-1-1;ТР-2;С-2";"ТР-1;ТР-2;ТР-3;С-4";;;"18.00;12.04;12.01;10.10;15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.14;1.14.2;3.2;3.2.2;1.12.2;3.3"
2141.4;Мости польових доріг;;;"ТР-1;ТР-1-1;ТР-2;СВ-1;СВ-2;С-2";"ТР-1;ТР-2;ТР-3;В-1;В-2;В-3;В-4;В-5;С-4";;;"18.00;12.04;01.01...13;15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.14;1.14.2;3.2;3.2.2;1.1;2.1;1.5;2.5;1.2;2.2;1.4;2.4;1.3;2.3;1.6;1.7;2.6;2.7;1.12.2;3.3"
2141.5;Мости пересувні, наплавні та пороми;;;"ТР-1;ТР-1-2;С-2";"ТР-2;С-4";;;"10.10;12.02;12.03;15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.14;1.14.4;1.14.5;3.2;3.2.4;3.2.5;1.12.2;3.3"
2141.6;Мости пішохідні;;;всі;всі;;;всі;всі
2141.7;Пристрої для освітлення, сигналізації, забезпечення безпеки та електрифікації мостів та естакад;;;"ТР-1;ТР-1-1;ТР-2;С-2";"ТР-1;ТР-2;ТР-3;С-4";;;"18.00;12.04;12.01;10.10;15.01;15.02;15.03;15.04;15.05;15.06;15.07;15.08;15.09;15.10";"1.14;1.14.1;1.14.2;3.2;3.2.1;3.2.2;1.12.2;3.3"
2141.9;Мости та естакади інші;;;всі;всі;;;всі;всі
2142.1;Тунелі автодорожні;"ТР-1;ТР-1-2;ТР-2";"ТР-2;ТР-3";всі;всі;"18.00;12.04";"1.14;1.14.2;3.2;3.2.2";всі;всі
2142.2;Тунелі залізничні;"ТР-1;ТР-1-2";ТР-2;всі;всі;"18.00;12.01";"1.14;1.14.1;3.2;3.2.1";всі;всі
2142.3;Тунелі комбіновані;"ТР-1;ТР-1-2";ТР-2;всі;всі;"18.00;12.04;12.01";"1.14;1.14.1;1.14.2;3.2;3.2.1;3.2.2";всі;всі
2142.4;Тунелі метрополітенів;"ТР-1;ТР-1-2";ТР-2;всі;всі;12.07;"1.14;1.14.7;1.14.8;3.2.7;3.2.8";всі;всі
2142.5;Тунелі пішохідні;"ТР-1;ТР-1-2;ТР-2";"ТР-2;ТР-3";всі;всі;18.00;;всі;всі
2142.6;Переходи підземні;"ТР-1;ТР-2";"ТР-2;ТР-3";;;18.00;;всі;всі
2142.7;Пристрої для освітлення, сигналізації, забезпечення безпеки та електрифікації тунелів та метро;"ТР-1;ТР-1-2;ТР-2";"ТР-2;ТР-3";всі;всі;"18.00;12.04;12.01;12.07";"1.14;1.14.1;1.14.2;1.14.7;1.14.8;3.2;3.2.1;3.2.2;3.2.7;3.2.8";всі;всі
2142.9;Тунелі та подібні споруди інші;"ТР-1;ТР-1-2;ТР-2";"ТР-2;ТР-3";всі;всі;"18.00;12.04;12.01";"1.14;1.14.1;1.14.2;3.2;3.2.1;3.2.2";всі;всі
2151.1;Портові споруди морські;;;ТР-1-2;ТР-2;12.02;"1.14;1.14.4;3.2;3.2.4";;
2151.2;Портові споруди річкові;;;ТР-1-2;ТР-2;12.03;"1.14;1.14.5;3.2;3.2.5";;
2151.3;Канали судноплавні;;;ТР-1-2;ТР-2;"10.03;10.04;12.02;12.03";"1.20;6.1;1.14;1.14.4;1.14.5;3.2;3.2.4;3.2.5";;
2151.4;Шлюзи та інші судноплавні споруди на річках і каналах;;;ТР-1-2;ТР-2;"10.03;10.04;12.02;12.03";"1.20;6.1;1.14;1.14.4;1.14.5;3.2;3.2.4;3.2.5";;
2151.5;Споруди суднобудівної промисловості;"В-1;В-2;В-3;В-4;В-5;В-6;В-7";"В-1;В-2;В-3;В-4;В-5";;;11.02;"1.10;1.10.5;3.1;3.1.5";;
2151.6;Порти військові;С-2;С-4;;;15.01;"1.12.2;3.3";;
2151.9;Портові та судноплавні споруди інші;;;ТР-1-2;ТР-2;;;"12.02;12.03";"1.14;1.14.4;1.14.5;3.2;3.2.4;3.2.5"
2152.1;Дамби гідроенергетичні;ІН-1;ІН-1;;;14.01;"1.10.3;3.1.3";;
2152.2;Дамби для зрошення і регулювання водних потоків;;;"СВ-1;СВ-2";"В-1;В-2;В-3;В-4;В-5";"10.10;01.01...13";"6.1;1.1;2.1;1.5;2.5;1.2;2.2;1.4;2.4;1.3;2.3;1.6;1.7;2.6;2.7";;
2152.3;Водозахисні споруди теплових електростанцій;ІН-1;ІН-1;;;14.01;"1.10.3;3.1.3";;
2152.4;Водозахисні споруди атомних електростанцій;ІН-1;ІН-1;;;14.01;"1.10.3;3.1.3";;
2152.5;Дамби, загати та інші водозахисні насипні споруди;;;всі;всі;10.10;6.1;;
2153.1;Акведуки, дюкери;;;ІН-3;ІН-3;10.10;6.1;;
2153.2;Канали магістральні зрошувальних систем;;;"СВ-1;СВ-2";"В-1;В-2;В-3;В-4;В-5";"01.01...13;10.4";"6.1;1.1;2.1;1.5;2.5;1.2;2.2;1.4;2.4;1.3;2.3;1.6;1.7;2.6;2.7;1.20;6.1";;
2153.3;Споруди систем водозабезпечення землеробства;;;"СВ-1;СВ-2";"В-1;В-2;В-3;В-4;В-5";"01.01...13;10.4";"6.1;1.1;2.1;1.5;2.5;1.2;2.2;1.4;2.4;1.3;2.3;1.6;1.7;2.6;2.7;1.20;6.1";;
